YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,"GENERATION
(Megawatthours)"
2024,1,PA,Total Electric Power Industry,Other,"75,209"
2024,1,PA,Total Electric Power Industry,Petroleum,"30,289"
2024,1,PA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"34,756"
2024,1,PA,Total Electric Power Industry,Other Biomass,"102,075"
2024,1,PA,Total Electric Power Industry,Wind,"311,720"
2024,1,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,"30,030"
2024,1,PA,"Combined Heat and Power, Industrial Power",Total,"400,556"
2024,1,PA,"Combined Heat and Power, Industrial Power",Coal,"9,118"
2024,1,PA,"Combined Heat and Power, Industrial Power",Natural Gas,"309,947"
2024,1,PA,"Combined Heat and Power, Industrial Power",Other Gases,"45,617"
2024,1,PA,"Combined Heat and Power, Industrial Power",Petroleum,484
2024,1,PA,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,415
2024,1,PA,"Combined Heat and Power, Industrial Power",Other Biomass,"4,955"
2024,1,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"30,021"
2024,1,PA,"Combined Heat and Power, Commercial Power",Total,"53,020"
2024,1,PA,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,PA,"Combined Heat and Power, Commercial Power",Natural Gas,"16,064"
2024,1,PA,"Combined Heat and Power, Commercial Power",Other,"18,058"
2024,1,PA,"Combined Heat and Power, Commercial Power",Petroleum,528
2024,1,PA,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,326
2024,1,PA,"Combined Heat and Power, Commercial Power",Other Biomass,"18,043"
2024,1,PA,"Combined Heat and Power, Electric Power",Total,"846,145"
2024,1,PA,"Combined Heat and Power, Electric Power",Coal,"112,286"
2024,1,PA,"Combined Heat and Power, Electric Power",Natural Gas,"722,765"
2024,1,PA,"Combined Heat and Power, Electric Power",Other Gases,0
2024,1,PA,"Combined Heat and Power, Electric Power",Other,"5,004"
2024,1,PA,"Combined Heat and Power, Electric Power",Petroleum,589
2024,1,PA,"Combined Heat and Power, Electric Power",Other Biomass,"5,502"
2024,1,PA,"Electric Generators, Independent Power Producers",Total,"20,435,468"
2024,1,PA,"Electric Generators, Independent Power Producers",Coal,"2,420,555"
2024,1,PA,"Electric Generators, Independent Power Producers",Pumped Storage,"-71,109"
2024,1,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"305,033"
2024,1,PA,"Electric Generators, Independent Power Producers",Natural Gas,"10,620,711"
2024,1,PA,"Electric Generators, Independent Power Producers",Nuclear,"6,660,205"
2024,1,PA,"Electric Generators, Independent Power Producers",Other Gases,0
2024,1,PA,"Electric Generators, Independent Power Producers",Other,"52,147"
2024,1,PA,"Electric Generators, Independent Power Producers",Petroleum,"28,607"
2024,1,PA,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"34,015"
2024,1,PA,"Electric Generators, Independent Power Producers",Other Biomass,"73,575"
2024,1,PA,"Electric Generators, Independent Power Producers",Wind,"311,720"
2024,1,PA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,9
2024,1,PA,"Electric Generators, Electric Utilities",Total,"12,556"
2024,1,PA,"Electric Generators, Electric Utilities",Coal,0
2024,1,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"10,943"
2024,1,PA,"Electric Generators, Electric Utilities",Natural Gas,"1,532"
2024,1,PA,"Electric Generators, Electric Utilities",Petroleum,81
2024,1,RI,Total Electric Power Industry,Total,"577,902"
2024,1,RI,Total Electric Power Industry,Coal,0
2024,1,RI,Total Electric Power Industry,Hydroelectric Conventional,909
2024,1,RI,Total Electric Power Industry,Natural Gas,"504,944"
2024,1,RI,Total Electric Power Industry,Other,0
2024,1,RI,Total Electric Power Industry,Petroleum,"4,369"
2024,1,RI,Total Electric Power Industry,Solar Thermal and Photovoltaic,"26,299"
2024,1,RI,Total Electric Power Industry,Other Biomass,"21,347"
2024,1,RI,Total Electric Power Industry,Wind,"20,034"
2024,1,RI,"Combined Heat and Power, Industrial Power",Total,"16,385"
2024,1,RI,"Combined Heat and Power, Industrial Power",Natural Gas,"16,385"
2024,1,RI,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,RI,"Combined Heat and Power, Commercial Power",Total,"3,181"
2024,1,RI,"Combined Heat and Power, Commercial Power",Natural Gas,"2,350"
2024,1,RI,"Combined Heat and Power, Commercial Power",Petroleum,310
2024,1,RI,"Combined Heat and Power, Commercial Power",Wind,522
2024,1,RI,"Electric Generators, Independent Power Producers",Total,"558,336"
2024,1,RI,"Electric Generators, Independent Power Producers",Coal,0
2024,1,RI,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,909
2024,1,RI,"Electric Generators, Independent Power Producers",Natural Gas,"486,209"
2024,1,RI,"Electric Generators, Independent Power Producers",Other,0
2024,1,RI,"Electric Generators, Independent Power Producers",Petroleum,"4,059"
2024,1,RI,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"26,299"
2024,1,RI,"Electric Generators, Independent Power Producers",Other Biomass,"21,347"
2024,1,RI,"Electric Generators, Independent Power Producers",Wind,"19,512"
2024,1,RI,"Electric Generators, Electric Utilities",Total,0
2024,1,RI,"Electric Generators, Electric Utilities",Petroleum,0
2024,1,SC,Total Electric Power Industry,Total,"9,133,033"
2024,1,SC,Total Electric Power Industry,Coal,"1,630,319"
2024,1,SC,Total Electric Power Industry,Pumped Storage,"-17,562"
2024,1,SC,Total Electric Power Industry,Hydroelectric Conventional,"328,661"
2024,1,SC,Total Electric Power Industry,Natural Gas,"1,791,532"
2024,1,SC,Total Electric Power Industry,Nuclear,"5,031,805"
2024,1,SC,Total Electric Power Industry,Other,"5,773"
2024,1,SC,Total Electric Power Industry,Petroleum,"22,182"
2024,1,SC,Total Electric Power Industry,Solar Thermal and Photovoltaic,"159,026"
2024,1,SC,Total Electric Power Industry,Other Biomass,"6,600"
2024,1,SC,Total Electric Power Industry,Wood and Wood Derived Fuels,"174,696"
2024,1,SC,"Combined Heat and Power, Industrial Power",Total,"162,883"
2024,1,SC,"Combined Heat and Power, Industrial Power",Coal,975
2024,1,SC,"Combined Heat and Power, Industrial Power",Natural Gas,"11,332"
2024,1,SC,"Combined Heat and Power, Industrial Power",Other,"5,210"
2024,1,SC,"Combined Heat and Power, Industrial Power",Petroleum,363
2024,1,SC,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,270
2024,1,SC,"Combined Heat and Power, Industrial Power",Other Biomass,"2,719"
2024,1,SC,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"142,014"
2024,1,SC,"Combined Heat and Power, Commercial Power",Total,439
2024,1,SC,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,437
2024,1,SC,"Combined Heat and Power, Commercial Power",Natural Gas,0
2024,1,SC,"Combined Heat and Power, Commercial Power",Petroleum,2
2024,1,SC,"Combined Heat and Power, Electric Power",Total,"35,639"
2024,1,SC,"Combined Heat and Power, Electric Power",Coal,0
2024,1,SC,"Combined Heat and Power, Electric Power",Natural Gas,"27,054"
2024,1,SC,"Combined Heat and Power, Electric Power",Other,563
2024,1,SC,"Combined Heat and Power, Electric Power",Petroleum,12
2024,1,SC,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"8,010"
2024,1,SC,"Electric Generators, Independent Power Producers",Total,"199,372"
2024,1,SC,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"6,868"
2024,1,SC,"Electric Generators, Independent Power Producers",Natural Gas,"8,878"
2024,1,SC,"Electric Generators, Independent Power Producers",Other,0
2024,1,SC,"Electric Generators, Independent Power Producers",Petroleum,8
2024,1,SC,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"158,359"
2024,1,SC,"Electric Generators, Independent Power Producers",Other Biomass,587
2024,1,SC,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"24,672"
2024,1,SC,"Electric Generators, Electric Utilities",Total,"8,734,701"
2024,1,SC,"Electric Generators, Electric Utilities",Coal,"1,629,344"
2024,1,SC,"Electric Generators, Electric Utilities",Pumped Storage,"-17,562"
2024,1,SC,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"321,357"
2024,1,SC,"Electric Generators, Electric Utilities",Natural Gas,"1,744,268"
2024,1,SC,"Electric Generators, Electric Utilities",Nuclear,"5,031,805"
2024,1,SC,"Electric Generators, Electric Utilities",Petroleum,"21,798"
2024,1,SC,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,397
2024,1,SC,"Electric Generators, Electric Utilities",Other Biomass,"3,295"
2024,1,SC,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2024,1,SD,Total Electric Power Industry,Total,"1,593,362"
2024,1,SD,Total Electric Power Industry,Coal,"209,212"
2024,1,SD,Total Electric Power Industry,Hydroelectric Conventional,"289,670"
2024,1,SD,Total Electric Power Industry,Natural Gas,"239,230"
2024,1,SD,Total Electric Power Industry,Other Gases,0
2024,1,SD,Total Electric Power Industry,Other,0
2024,1,SD,Total Electric Power Industry,Petroleum,"2,696"
2024,1,SD,Total Electric Power Industry,Solar Thermal and Photovoltaic,"9,904"
2024,1,SD,Total Electric Power Industry,Other Biomass,414
2024,1,SD,Total Electric Power Industry,Wind,"840,471"
2024,1,SD,Total Electric Power Industry,Wood and Wood Derived Fuels,"1,766"
2024,1,SD,"Combined Heat and Power, Industrial Power",Total,"6,837"
2024,1,SD,"Combined Heat and Power, Industrial Power",Natural Gas,"4,657"
2024,1,SD,"Combined Heat and Power, Industrial Power",Other Gases,0
2024,1,SD,"Combined Heat and Power, Industrial Power",Other,0
2024,1,SD,"Combined Heat and Power, Industrial Power",Other Biomass,414
2024,1,SD,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,766"
2024,1,SD,"Combined Heat and Power, Commercial Power",Total,1
2024,1,SD,"Combined Heat and Power, Commercial Power",Petroleum,1
2024,1,SD,"Electric Generators, Independent Power Producers",Total,"732,606"
2024,1,SD,"Electric Generators, Independent Power Producers",Other,0
2024,1,SD,"Electric Generators, Independent Power Producers",Petroleum,0
2024,1,SD,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"9,904"
2024,1,SD,"Electric Generators, Independent Power Producers",Wind,"722,702"
2024,1,SD,"Electric Generators, Electric Utilities",Total,"853,918"
2024,1,SD,"Electric Generators, Electric Utilities",Coal,"209,212"
2024,1,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"289,670"
2024,1,SD,"Electric Generators, Electric Utilities",Natural Gas,"234,573"
2024,1,SD,"Electric Generators, Electric Utilities",Petroleum,"2,695"
2024,1,SD,"Electric Generators, Electric Utilities",Other Biomass,0
2024,1,SD,"Electric Generators, Electric Utilities",Wind,"117,769"
2024,1,TN,Total Electric Power Industry,Total,"8,041,529"
2024,1,TN,Total Electric Power Industry,Coal,"1,953,880"
2024,1,TN,Total Electric Power Industry,Pumped Storage,"-32,153"
2024,1,TN,Total Electric Power Industry,Hydroelectric Conventional,"997,636"
2024,1,TN,Total Electric Power Industry,Natural Gas,"1,621,176"
2024,1,TN,Total Electric Power Industry,Nuclear,"3,405,367"
2024,1,TN,Total Electric Power Industry,Other Gases,755
2024,1,TN,Total Electric Power Industry,Other,1
2024,1,TN,Total Electric Power Industry,Petroleum,"8,665"
2024,1,TN,Total Electric Power Industry,Solar Thermal and Photovoltaic,"47,117"
2024,1,TN,Total Electric Power Industry,Other Biomass,"5,048"
2024,1,TN,Total Electric Power Industry,Wind,"2,254"
2024,1,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"31,783"
2024,1,TN,"Combined Heat and Power, Industrial Power",Total,"189,988"
2024,1,TN,"Combined Heat and Power, Industrial Power",Coal,"45,911"
2024,1,TN,"Combined Heat and Power, Industrial Power",Natural Gas,"110,286"
2024,1,TN,"Combined Heat and Power, Industrial Power",Other Gases,755
2024,1,TN,"Combined Heat and Power, Industrial Power",Other,1
2024,1,TN,"Combined Heat and Power, Industrial Power",Petroleum,95
2024,1,TN,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,223
2024,1,TN,"Combined Heat and Power, Industrial Power",Other Biomass,934
2024,1,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"31,783"
2024,1,TN,"Combined Heat and Power, Commercial Power",Total,"19,116"
2024,1,TN,"Combined Heat and Power, Commercial Power",Coal,0
2024,1,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"18,906"
2024,1,TN,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,TN,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,210
2024,1,TN,"Electric Generators, Independent Power Producers",Total,"136,598"
2024,1,TN,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"83,675"
2024,1,TN,"Electric Generators, Independent Power Producers",Natural Gas,0
2024,1,TN,"Electric Generators, Independent Power Producers",Petroleum,0
2024,1,TN,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"46,554"
2024,1,TN,"Electric Generators, Independent Power Producers",Other Biomass,"4,115"
2024,1,TN,"Electric Generators, Independent Power Producers",Wind,"2,254"
2024,1,TN,"Electric Generators, Electric Utilities",Total,"7,695,828"
2024,1,TN,"Electric Generators, Electric Utilities",Coal,"1,907,969"
2024,1,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-32,153"
2024,1,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"913,961"
2024,1,TN,"Electric Generators, Electric Utilities",Natural Gas,"1,491,984"
2024,1,TN,"Electric Generators, Electric Utilities",Nuclear,"3,405,367"
2024,1,TN,"Electric Generators, Electric Utilities",Petroleum,"8,570"
2024,1,TN,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,131
2024,1,TN,"Electric Generators, Electric Utilities",Other Biomass,0
2024,1,TN,"Electric Generators, Electric Utilities",Wind,0
2024,1,TX,Total Electric Power Industry,Total,"47,106,574"
2024,1,TX,Total Electric Power Industry,Coal,"7,058,663"
2024,1,TX,Total Electric Power Industry,Hydroelectric Conventional,"137,716"
2024,1,TX,Total Electric Power Industry,Natural Gas,"24,759,009"
2024,1,TX,Total Electric Power Industry,Nuclear,"3,437,319"
2024,1,TX,Total Electric Power Industry,Other Gases,"204,137"
2024,1,TX,Total Electric Power Industry,Other,"9,414"
2024,1,TX,Total Electric Power Industry,Petroleum,"58,068"
2024,1,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,"1,948,688"
2024,1,TX,Total Electric Power Industry,Other Biomass,"20,930"
2024,1,TX,Total Electric Power Industry,Wind,"9,384,660"
2024,1,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"87,971"
2024,1,TX,"Combined Heat and Power, Industrial Power",Total,"3,994,612"
2024,1,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"3,792,208"
2024,1,TX,"Combined Heat and Power, Industrial Power",Other Gases,"107,752"
2024,1,TX,"Combined Heat and Power, Industrial Power",Other,"23,937"
2024,1,TX,"Combined Heat and Power, Industrial Power",Petroleum,"7,016"
2024,1,TX,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,601
2024,1,TX,"Combined Heat and Power, Industrial Power",Other Biomass,"8,367"
2024,1,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"54,732"
2024,1,TX,"Combined Heat and Power, Commercial Power",Total,"91,692"
2024,1,TX,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,162
2024,1,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"78,465"
2024,1,TX,"Combined Heat and Power, Commercial Power",Petroleum,56
2024,1,TX,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"12,405"
2024,1,TX,"Combined Heat and Power, Commercial Power",Other Biomass,0
2024,1,TX,"Combined Heat and Power, Commercial Power",Wind,605
2024,1,TX,"Combined Heat and Power, Electric Power",Total,"3,982,877"
2024,1,TX,"Combined Heat and Power, Electric Power",Natural Gas,"3,884,643"
2024,1,TX,"Combined Heat and Power, Electric Power",Other Gases,"96,385"
2024,1,TX,"Combined Heat and Power, Electric Power",Other,"1,849"
2024,1,TX,"Combined Heat and Power, Electric Power",Petroleum,0
2024,1,TX,"Electric Generators, Independent Power Producers",Total,"31,322,572"
2024,1,TX,"Electric Generators, Independent Power Producers",Coal,"4,464,161"
2024,1,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"3,987"
2024,1,TX,"Electric Generators, Independent Power Producers",Natural Gas,"12,094,948"
2024,1,TX,"Electric Generators, Independent Power Producers",Nuclear,"3,437,319"
2024,1,TX,"Electric Generators, Independent Power Producers",Other,"-16,308"
2024,1,TX,"Electric Generators, Independent Power Producers",Petroleum,"22,148"
2024,1,TX,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"1,934,989"
2024,1,TX,"Electric Generators, Independent Power Producers",Other Biomass,"12,564"
2024,1,TX,"Electric Generators, Independent Power Producers",Wind,"9,368,765"
2024,1,TX,"Electric Generators, Electric Utilities",Total,"7,714,820"
2024,1,TX,"Electric Generators, Electric Utilities",Coal,"2,594,502"
2024,1,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"133,567"
2024,1,TX,"Electric Generators, Electric Utilities",Natural Gas,"4,908,746"
2024,1,TX,"Electric Generators, Electric Utilities",Other,-64
2024,1,TX,"Electric Generators, Electric Utilities",Petroleum,"28,848"
2024,1,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,693
2024,1,TX,"Electric Generators, Electric Utilities",Other Biomass,0
2024,1,TX,"Electric Generators, Electric Utilities",Wind,"15,290"
2024,1,TX,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"33,239"
2024,1,US-Total,Total Electric Power Industry,Total,"379,799,447"
2024,1,US-Total,Total Electric Power Industry,Coal,"75,661,911"
2024,1,US-Total,Total Electric Power Industry,Geothermal,"1,367,737"
2024,1,US-Total,Total Electric Power Industry,Pumped Storage,"-410,971"
2024,1,US-Total,Total Electric Power Industry,Hydroelectric Conventional,"21,236,703"
2024,1,US-Total,Total Electric Power Industry,Natural Gas,"160,450,475"
2024,1,US-Total,Total Electric Power Industry,Nuclear,"69,079,735"
2024,1,US-Total,Total Electric Power Industry,Other Gases,"1,028,968"
2024,1,US-Total,Total Electric Power Industry,Other,"804,970"
2024,1,US-Total,Total Electric Power Industry,Petroleum,"1,809,439"
2024,1,US-Total,Total Electric Power Industry,Solar Thermal and Photovoltaic,"9,651,442"
2024,1,US-Total,Total Electric Power Industry,Other Biomass,"1,321,979"
2024,1,US-Total,Total Electric Power Industry,Wind,"34,975,606"
2024,1,US-Total,Total Electric Power Industry,Wood and Wood Derived Fuels,"2,821,454"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Total,"12,692,997"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Coal,"387,154"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"90,302"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Natural Gas,"9,153,408"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Other Gases,"742,629"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Other,"268,858"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Petroleum,"77,689"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,"21,269"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Other Biomass,"70,317"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Wind,"10,305"
2024,1,US-Total,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,871,066"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Total,"1,481,190"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Coal,"30,254"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Pumped Storage,0
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"21,467"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Natural Gas,"751,189"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Other Gases,0
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Other,"278,338"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Petroleum,"11,663"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Solar Thermal and Photovoltaic,"44,420"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Other Biomass,"317,409"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Wind,"10,588"
2024,1,US-Total,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,"15,861"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Total,"12,932,799"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Coal,"570,152"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Natural Gas,"11,607,504"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Other Gases,"286,339"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Other,"56,492"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Petroleum,"189,323"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Solar Thermal and Photovoltaic,358
2024,1,US-Total,"Combined Heat and Power, Electric Power",Other Biomass,"74,518"
2024,1,US-Total,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,"148,113"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Total,"149,248,376"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Coal,"16,176,851"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Geothermal,"1,308,088"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Pumped Storage,"-118,737"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"2,273,734"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Natural Gas,"60,720,178"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Nuclear,"29,989,632"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Other Gases,0
2024,1,US-Total,"Electric Generators, Independent Power Producers",Other,"181,143"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Petroleum,"295,824"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"8,323,411"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Other Biomass,"784,861"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Wind,"28,789,638"
2024,1,US-Total,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"523,752"
2024,1,US-Total,"Electric Generators, Electric Utilities",Total,"203,444,085"
2024,1,US-Total,"Electric Generators, Electric Utilities",Coal,"58,497,500"
2024,1,US-Total,"Electric Generators, Electric Utilities",Geothermal,"59,649"
2024,1,US-Total,"Electric Generators, Electric Utilities",Pumped Storage,"-292,234"
2024,1,US-Total,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"18,851,200"
2024,1,US-Total,"Electric Generators, Electric Utilities",Natural Gas,"78,218,196"
2024,1,US-Total,"Electric Generators, Electric Utilities",Nuclear,"39,090,103"
2024,1,US-Total,"Electric Generators, Electric Utilities",Other Gases,0
2024,1,US-Total,"Electric Generators, Electric Utilities",Other,"20,138"
2024,1,US-Total,"Electric Generators, Electric Utilities",Petroleum,"1,234,941"
2024,1,US-Total,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,"1,261,983"
2024,1,US-Total,"Electric Generators, Electric Utilities",Other Biomass,"74,873"
2024,1,US-Total,"Electric Generators, Electric Utilities",Wind,"6,165,074"
2024,1,US-Total,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"262,662"
2024,1,UT,Total Electric Power Industry,Total,"2,608,410"
2024,1,UT,Total Electric Power Industry,Coal,"1,070,622"
2024,1,UT,Total Electric Power Industry,Geothermal,"39,757"
2024,1,UT,Total Electric Power Industry,Hydroelectric Conventional,"43,821"
2024,1,UT,Total Electric Power Industry,Natural Gas,"1,168,426"
2024,1,UT,Total Electric Power Industry,Other Gases,0
2024,1,UT,Total Electric Power Industry,Other,"11,835"
2024,1,UT,Total Electric Power Industry,Petroleum,"2,107"
2024,1,UT,Total Electric Power Industry,Solar Thermal and Photovoltaic,"201,568"
2024,1,UT,Total Electric Power Industry,Other Biomass,"6,567"
2024,1,UT,Total Electric Power Industry,Wind,"63,708"
2024,1,UT,"Combined Heat and Power, Industrial Power",Total,"30,450"
2024,1,UT,"Combined Heat and Power, Industrial Power",Natural Gas,"22,638"
2024,1,UT,"Combined Heat and Power, Industrial Power",Other Gases,0
2024,1,UT,"Combined Heat and Power, Industrial Power",Other,"7,494"
2024,1,UT,"Combined Heat and Power, Industrial Power",Petroleum,0
2024,1,UT,"Combined Heat and Power, Industrial Power",Solar Thermal and Photovoltaic,318
2024,1,UT,"Combined Heat and Power, Commercial Power",Total,"18,160"
2024,1,UT,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"2,189"
2024,1,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"14,795"
2024,1,UT,"Combined Heat and Power, Commercial Power",Petroleum,0
2024,1,UT,"Combined Heat and Power, Commercial Power",Other Biomass,"1,175"
2024,1,UT,"Combined Heat and Power, Electric Power",Total,"8,919"
2024,1,UT,"Combined Heat and Power, Electric Power",Natural Gas,"8,919"
2024,1,UT,"Electric Generators, Independent Power Producers",Total,"321,293"
2024,1,UT,"Electric Generators, Independent Power Producers",Coal,"32,287"
2024,1,UT,"Electric Generators, Independent Power Producers",Geothermal,"17,463"
2024,1,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"1,422"
2024,1,UT,"Electric Generators, Independent Power Producers",Petroleum,142
2024,1,UT,"Electric Generators, Independent Power Producers",Solar Thermal and Photovoltaic,"200,880"
2024,1,UT,"Electric Generators, Independent Power Producers",Other Biomass,"5,392"
2024,1,UT,"Electric Generators, Independent Power Producers",Wind,"63,708"
2024,1,UT,"Electric Generators, Electric Utilities",Total,"2,229,588"
2024,1,UT,"Electric Generators, Electric Utilities",Coal,"1,038,335"
2024,1,UT,"Electric Generators, Electric Utilities",Geothermal,"22,294"
2024,1,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"40,210"
2024,1,UT,"Electric Generators, Electric Utilities",Natural Gas,"1,122,074"
2024,1,UT,"Electric Generators, Electric Utilities",Other,"4,341"
2024,1,UT,"Electric Generators, Electric Utilities",Petroleum,"1,965"
2024,1,UT,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,370
2024,1,VA,Total Electric Power Industry,Total,"9,532,967"
2024,1,VA,Total Electric Power Industry,Coal,"365,233"
2024,1,VA,Total Electric Power Industry,Pumped Storage,"-96,257"
2024,1,VA,Total Electric Power Industry,Hydroelectric Conventional,"146,016"
2024,1,VA,Total Electric Power Industry,Natural Gas,"5,690,034"
2024,1,VA,Total Electric Power Industry,Nuclear,"2,745,923"
2024,1,VA,Total Electric Power Industry,Other,"40,123"
2024,1,VA,Total Electric Power Industry,Petroleum,"65,422"
2024,1,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,"286,296"
2024,1,VA,Total Electric Power Industry,Other Biomass,"71,047"
2024,1,VA,Total Electric Power Industry,Wind,"5,276"
2024,1,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"213,855"
2024,1,VA,"Combined Heat and Power, Industrial Power",Total,"182,032"
2024,1,VA,"Combined Heat and Power, Industrial Power",Coal,"7,276"
2024,1,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,29
2024,1,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"77,675"
2024,1,VA,"Combined Heat and Power, Industrial Power",Petroleum,"1,925"
2024,1,VA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,321"
